Iteration, Reward 
0,9.000000
1,5.000000
2,8.000000
3,4.000000
4,4.000000
5,10.000000
6,4.000000
7,7.000000
8,9.000000
9,6.000000
10,10.000000
11,13.000000
12,4.000000
13,13.000000
14,5.000000
15,7.000000
16,4.000000
17,7.000000
18,12.000000
19,18.000000
20,15.000000
21,13.000000
22,6.000000
23,5.000000
24,11.000000
25,5.000000
26,5.000000
27,6.000000
28,34.000000
29,4.000000
30,6.000000
31,8.000000
32,15.000000
33,15.000000
34,17.000000
35,8.000000
36,18.000000
37,17.000000
38,9.000000
39,8.000000
40,13.000000
41,34.000000
42,9.000000
43,42.000000
44,37.000000
45,32.000000
46,12.000000
47,11.000000
48,47.000000
49,23.000000
50,10.000000
51,12.000000
52,53.000000
53,19.000000
54,33.000000
55,28.000000
56,21.000000
57,10.000000
58,8.000000
59,15.000000
60,18.000000
61,9.000000
62,21.000000
63,10.000000
64,58.000000
65,12.000000
66,9.000000
67,10.000000
68,14.000000
69,17.000000
70,31.000000
71,22.000000
72,7.000000
73,10.000000
74,40.000000
75,53.000000
76,35.000000
77,16.000000
78,11.000000
79,66.000000
80,45.000000
81,28.000000
82,18.000000
83,15.000000
84,15.000000
85,72.000000
86,12.000000
87,55.000000
88,24.000000
89,21.000000
90,19.000000
91,41.000000
92,62.000000
93,39.000000
94,16.000000
95,19.000000
96,16.000000
97,17.000000
98,14.000000
99,8.000000
100,40.000000
101,37.000000
102,52.000000
103,59.000000
104,22.000000
105,15.000000
106,13.000000
107,17.000000
108,59.000000
109,25.000000
110,26.000000
111,51.000000
112,71.000000
113,68.000000
114,25.000000
115,28.000000
116,71.000000
117,18.000000
118,47.000000
119,13.000000
120,75.000000
121,114.000000
122,13.000000
123,41.000000
124,82.000000
125,43.000000
126,16.000000
127,43.000000
128,59.000000
129,91.000000
130,22.000000
131,31.000000
132,46.000000
133,23.000000
134,56.000000
135,87.000000
136,16.000000
137,132.000000
138,18.000000
139,37.000000
140,32.000000
141,78.000000
142,60.000000
143,68.000000
144,149.000000
145,18.000000
146,108.000000
147,51.000000
148,29.000000
149,76.000000
150,21.000000
151,59.000000
152,37.000000
153,52.000000
154,42.000000
155,66.000000
156,84.000000
157,65.000000
158,114.000000
159,50.000000
160,35.000000
161,117.000000
162,86.000000
163,77.000000
164,168.000000
165,72.000000
166,137.000000
167,127.000000
168,36.000000
169,64.000000
170,75.000000
171,51.000000
172,31.000000
173,88.000000
174,30.000000
175,67.000000
176,83.000000
177,73.000000
178,73.000000
179,165.000000
180,20.000000
181,89.000000
182,48.000000
183,44.000000
184,66.000000
185,108.000000
186,30.000000
187,55.000000
188,68.000000
189,70.000000
190,97.000000
191,115.000000
192,63.000000
193,49.000000
194,72.000000
195,85.000000
196,45.000000
197,37.000000
198,55.000000
199,102.000000
200,41.000000
201,94.000000
202,84.000000
203,110.000000
204,80.000000
205,179.000000
206,85.000000
207,137.000000
208,92.000000
209,67.000000
210,155.000000
211,159.000000
212,92.000000
213,66.000000
214,75.000000
215,138.000000
216,127.000000
217,117.000000
218,198.000000
219,150.000000
220,72.000000
221,96.000000
222,193.000000
223,39.000000
224,66.000000
225,198.000000
226,167.000000
227,114.000000
228,105.000000
229,128.000000
230,72.000000
231,77.000000
232,198.000000
233,178.000000
234,120.000000
235,99.000000
236,131.000000
237,147.000000
238,39.000000
239,154.000000
240,182.000000
241,23.000000
242,121.000000
243,198.000000
244,180.000000
245,21.000000
246,87.000000
247,198.000000
248,198.000000
249,198.000000
250,167.000000
251,174.000000
252,148.000000
253,101.000000
254,181.000000
255,198.000000
256,49.000000
257,130.000000
258,170.000000
259,198.000000
260,148.000000
261,117.000000
262,181.000000
263,57.000000
264,186.000000
265,124.000000
266,198.000000
267,113.000000
268,81.000000
269,176.000000
270,158.000000
271,121.000000
272,125.000000
273,33.000000
274,75.000000
275,156.000000
276,98.000000
277,186.000000
278,106.000000
279,47.000000
280,99.000000
281,112.000000
282,181.000000
283,128.000000
284,92.000000
285,43.000000
286,77.000000
287,21.000000
288,198.000000
289,183.000000
290,17.000000
291,57.000000
292,113.000000
293,198.000000
294,198.000000
295,193.000000
296,145.000000
297,198.000000
298,198.000000
299,198.000000
300,114.000000
301,115.000000
302,198.000000
303,126.000000
304,192.000000
305,94.000000
306,127.000000
307,72.000000
308,198.000000
309,194.000000
310,146.000000
311,146.000000
312,143.000000
313,142.000000
314,198.000000
315,155.000000
316,198.000000
317,162.000000
318,182.000000
319,198.000000
320,198.000000
321,142.000000
322,165.000000
323,148.000000
324,198.000000
325,157.000000
326,36.000000
327,198.000000
328,198.000000
329,163.000000
330,178.000000
331,198.000000
332,166.000000
333,133.000000
334,198.000000
335,127.000000
336,155.000000
337,107.000000
338,198.000000
339,129.000000
340,161.000000
341,198.000000
342,198.000000
343,194.000000
344,157.000000
345,196.000000
346,195.000000
347,198.000000
348,198.000000
349,122.000000
350,198.000000
351,198.000000
352,35.000000
353,198.000000
354,198.000000
355,139.000000
356,171.000000
357,171.000000
358,102.000000
359,198.000000
360,189.000000
361,162.000000
362,198.000000
363,198.000000
364,85.000000
365,198.000000
366,198.000000
367,198.000000
368,198.000000
369,136.000000
370,198.000000
371,160.000000
372,198.000000
373,165.000000
374,172.000000
375,198.000000
376,191.000000
377,198.000000
378,173.000000
379,145.000000
380,198.000000
381,154.000000
382,110.000000
383,186.000000
384,198.000000
385,198.000000
386,198.000000
387,151.000000
388,198.000000
389,174.000000
390,198.000000
391,162.000000
392,138.000000
393,198.000000
394,198.000000
395,54.000000
396,180.000000
397,198.000000
398,198.000000
399,198.000000
400,198.000000
401,173.000000
402,152.000000
403,198.000000
404,198.000000
405,198.000000
406,198.000000
407,198.000000
408,198.000000
409,163.000000
410,198.000000
411,161.000000
412,198.000000
413,198.000000
414,78.000000
415,150.000000
416,94.000000
417,198.000000
418,146.000000
419,198.000000
420,198.000000
421,198.000000
422,198.000000
423,117.000000
424,98.000000
425,198.000000
426,198.000000
427,173.000000
428,198.000000
429,198.000000
430,182.000000
431,198.000000
432,198.000000
433,198.000000
434,198.000000
435,121.000000
436,198.000000
437,102.000000
438,149.000000
439,198.000000
440,198.000000
441,198.000000
442,164.000000
443,198.000000
444,182.000000
445,174.000000
446,198.000000
447,198.000000
448,198.000000
449,98.000000
450,198.000000
451,181.000000
452,198.000000
453,198.000000
454,198.000000
455,198.000000
456,198.000000
457,113.000000
458,198.000000
459,198.000000
460,106.000000
461,198.000000
462,198.000000
463,198.000000
464,198.000000
465,198.000000
466,198.000000
467,103.000000
468,160.000000
469,198.000000
470,197.000000
471,153.000000
472,198.000000
473,169.000000
474,198.000000
475,198.000000
476,198.000000
477,49.000000
478,198.000000
479,198.000000
480,198.000000
481,198.000000
482,198.000000
483,198.000000
484,198.000000
485,198.000000
486,36.000000
487,198.000000
488,198.000000
489,198.000000
490,198.000000
491,198.000000
492,198.000000
493,198.000000
494,198.000000
495,198.000000
496,179.000000
497,175.000000
498,99.000000
499,198.000000
500,198.000000
501,122.000000
502,182.000000
503,164.000000
504,198.000000
505,160.000000
506,198.000000
507,129.000000
508,198.000000
509,117.000000
510,198.000000
511,198.000000
512,161.000000
513,144.000000
514,198.000000
515,198.000000
516,112.000000
517,185.000000
518,198.000000
519,198.000000
520,198.000000
521,145.000000
522,198.000000
523,198.000000
524,198.000000
525,198.000000
526,194.000000
527,198.000000
528,198.000000
529,157.000000
530,198.000000
531,198.000000
532,198.000000
533,198.000000
534,198.000000
535,198.000000
536,198.000000
537,168.000000
538,180.000000
539,198.000000
540,183.000000
541,192.000000
542,198.000000
543,66.000000
544,198.000000
545,198.000000
546,198.000000
547,198.000000
548,198.000000
549,198.000000
550,198.000000
551,137.000000
552,198.000000
553,198.000000
554,198.000000
555,198.000000
556,198.000000
557,90.000000
558,198.000000
559,198.000000
560,198.000000
561,198.000000
562,101.000000
563,114.000000
564,198.000000
565,198.000000
566,198.000000
567,198.000000
568,198.000000
569,198.000000
570,198.000000
571,126.000000
572,198.000000
573,136.000000
574,198.000000
575,130.000000
576,198.000000
577,83.000000
578,198.000000
579,198.000000
580,127.000000
581,198.000000
582,198.000000
583,100.000000
584,198.000000
585,198.000000
586,198.000000
587,198.000000
588,198.000000
589,198.000000
590,198.000000
591,198.000000
592,198.000000
593,198.000000
594,198.000000
595,198.000000
596,198.000000
597,198.000000
598,198.000000
599,198.000000
600,197.000000
601,98.000000
602,162.000000
603,198.000000
604,160.000000
605,114.000000
606,198.000000
607,198.000000
608,169.000000
609,198.000000
610,198.000000
611,198.000000
612,198.000000
613,198.000000
614,198.000000
615,198.000000
616,198.000000
617,123.000000
618,198.000000
619,185.000000
620,198.000000
621,198.000000
622,198.000000
623,198.000000
624,195.000000
625,198.000000
626,198.000000
627,198.000000
628,196.000000
629,164.000000
630,198.000000
631,167.000000
632,173.000000
633,198.000000
634,198.000000
635,198.000000
636,65.000000
637,198.000000
638,198.000000
639,172.000000
640,147.000000
641,193.000000
642,198.000000
643,166.000000
644,198.000000
645,198.000000
646,198.000000
647,198.000000
648,198.000000
649,130.000000
650,139.000000
651,198.000000
652,133.000000
653,174.000000
654,198.000000
655,163.000000
656,188.000000
657,170.000000
658,151.000000
659,198.000000
660,198.000000
661,198.000000
662,119.000000
663,150.000000
664,198.000000
665,166.000000
666,176.000000
667,149.000000
668,135.000000
669,179.000000
670,166.000000
671,160.000000
672,131.000000
673,33.000000
674,165.000000
675,166.000000
676,185.000000
677,198.000000
678,198.000000
679,133.000000
680,198.000000
681,198.000000
682,198.000000
683,198.000000
684,198.000000
685,198.000000
686,198.000000
687,148.000000
688,198.000000
689,198.000000
690,109.000000
691,198.000000
692,198.000000
693,198.000000
694,198.000000
695,134.000000
696,198.000000
697,198.000000
698,197.000000
699,198.000000
700,107.000000
701,164.000000
702,158.000000
703,161.000000
704,139.000000
705,198.000000
706,130.000000
707,198.000000
708,176.000000
709,198.000000
710,198.000000
711,198.000000
712,198.000000
713,198.000000
714,193.000000
715,198.000000
716,167.000000
717,172.000000
718,198.000000
719,198.000000
720,198.000000
721,198.000000
722,192.000000
723,198.000000
724,198.000000
725,198.000000
726,198.000000
727,189.000000
728,198.000000
729,198.000000
730,163.000000
731,190.000000
732,193.000000
733,198.000000
734,198.000000
735,198.000000
736,198.000000
737,175.000000
738,198.000000
739,198.000000
740,198.000000
741,198.000000
742,198.000000
743,198.000000
744,198.000000
745,184.000000
746,194.000000
747,151.000000
748,172.000000
749,195.000000
750,198.000000
751,198.000000
752,198.000000
753,198.000000
754,198.000000
755,198.000000
756,198.000000
757,198.000000
758,198.000000
759,187.000000
760,198.000000
761,153.000000
762,138.000000
763,198.000000
764,198.000000
765,198.000000
766,198.000000
767,186.000000
768,198.000000
769,198.000000
770,198.000000
771,198.000000
772,198.000000
773,198.000000
774,198.000000
775,198.000000
776,198.000000
777,198.000000
778,198.000000
779,198.000000
780,198.000000
781,198.000000
782,198.000000
783,198.000000
784,198.000000
785,198.000000
786,198.000000
787,198.000000
788,198.000000
789,175.000000
790,198.000000
791,198.000000
792,198.000000
793,198.000000
794,198.000000
795,198.000000
796,198.000000
797,198.000000
798,198.000000
799,187.000000
800,198.000000
801,198.000000
802,198.000000
803,198.000000
804,198.000000
805,198.000000
806,148.000000
807,198.000000
808,186.000000
809,198.000000
810,198.000000
811,198.000000
812,198.000000
813,198.000000
814,198.000000
815,198.000000
816,198.000000
817,198.000000
818,198.000000
819,198.000000
820,198.000000
821,198.000000
822,198.000000
823,198.000000
824,134.000000
825,187.000000
826,198.000000
827,198.000000
828,198.000000
829,198.000000
830,198.000000
831,136.000000
832,154.000000
833,198.000000
834,198.000000
835,173.000000
836,198.000000
837,197.000000
838,198.000000
839,198.000000
840,198.000000
841,198.000000
842,198.000000
843,198.000000
844,165.000000
845,198.000000
846,198.000000
847,160.000000
848,198.000000
849,198.000000
850,153.000000
851,133.000000
852,198.000000
853,198.000000
854,198.000000
855,197.000000
856,198.000000
857,180.000000
858,198.000000
859,198.000000
860,136.000000
861,123.000000
862,198.000000
863,198.000000
864,198.000000
865,175.000000
866,198.000000
867,169.000000
868,198.000000
869,198.000000
870,159.000000
871,198.000000
872,198.000000
873,187.000000
874,198.000000
875,147.000000
876,198.000000
877,198.000000
878,198.000000
879,198.000000
880,181.000000
881,196.000000
882,178.000000
883,198.000000
884,198.000000
885,198.000000
886,195.000000
887,198.000000
888,115.000000
889,149.000000
890,198.000000
891,198.000000
892,198.000000
893,198.000000
894,185.000000
895,198.000000
896,195.000000
897,131.000000
898,198.000000
899,198.000000
900,198.000000
901,198.000000
902,198.000000
903,198.000000
904,138.000000
905,198.000000
906,198.000000
907,198.000000
908,198.000000
909,198.000000
910,198.000000
911,198.000000
912,186.000000
913,198.000000
914,198.000000
915,198.000000
916,198.000000
917,198.000000
918,198.000000
919,198.000000
920,198.000000
921,198.000000
922,198.000000
923,198.000000
924,198.000000
925,152.000000
926,195.000000
927,198.000000
928,198.000000
929,198.000000
930,198.000000
931,198.000000
932,180.000000
933,198.000000
934,198.000000
935,198.000000
936,198.000000
937,198.000000
938,198.000000
939,198.000000
940,198.000000
941,161.000000
942,198.000000
943,198.000000
944,198.000000
945,198.000000
946,198.000000
947,198.000000
948,198.000000
949,198.000000
950,198.000000
951,198.000000
952,198.000000
953,198.000000
954,198.000000
955,198.000000
956,198.000000
957,198.000000
958,198.000000
959,198.000000
960,198.000000
961,198.000000
962,196.000000
963,198.000000
964,198.000000
965,198.000000
966,198.000000
967,198.000000
968,198.000000
969,198.000000
970,198.000000
971,198.000000
972,198.000000
973,198.000000
974,198.000000
975,198.000000
976,198.000000
977,198.000000
978,198.000000
979,198.000000
980,198.000000
981,198.000000
982,198.000000
983,198.000000
984,198.000000
985,107.000000
986,198.000000
987,196.000000
988,198.000000
989,198.000000
990,198.000000
991,198.000000
992,198.000000
993,151.000000
994,198.000000
995,198.000000
996,147.000000
997,198.000000
998,198.000000
999,198.000000
1000,198.000000
1001,198.000000
1002,198.000000
1003,198.000000
1004,198.000000
1005,198.000000
1006,198.000000
1007,151.000000
1008,154.000000
1009,198.000000
1010,198.000000
1011,198.000000
1012,107.000000
1013,162.000000
1014,198.000000
1015,198.000000
1016,198.000000
1017,198.000000
1018,198.000000
1019,198.000000
1020,193.000000
1021,198.000000
1022,198.000000
1023,198.000000
1024,198.000000
1025,198.000000
1026,198.000000
1027,198.000000
1028,198.000000
1029,198.000000
1030,198.000000
1031,198.000000
1032,198.000000
1033,198.000000
1034,198.000000
1035,198.000000
1036,198.000000
1037,198.000000
1038,198.000000
1039,198.000000
1040,198.000000
1041,198.000000
1042,198.000000
1043,198.000000
1044,198.000000
1045,198.000000
1046,198.000000
1047,198.000000
1048,198.000000
1049,198.000000
1050,198.000000
1051,198.000000
1052,198.000000
1053,198.000000
1054,198.000000
1055,198.000000
1056,198.000000
1057,105.000000
1058,198.000000
1059,198.000000
1060,198.000000
1061,198.000000
1062,198.000000
1063,177.000000
1064,198.000000
1065,156.000000
1066,198.000000
1067,198.000000
1068,188.000000
1069,198.000000
1070,189.000000
1071,198.000000
1072,186.000000
1073,198.000000
1074,198.000000
1075,198.000000
1076,198.000000
1077,198.000000
1078,198.000000
1079,198.000000
1080,152.000000
1081,198.000000
1082,198.000000
1083,130.000000
1084,131.000000
1085,168.000000
1086,171.000000
1087,189.000000
1088,198.000000
1089,123.000000
1090,198.000000
1091,198.000000
1092,153.000000
1093,180.000000
1094,198.000000
1095,198.000000
1096,198.000000
1097,198.000000
1098,198.000000
1099,198.000000
1100,198.000000
1101,136.000000
1102,198.000000
1103,198.000000
1104,198.000000
1105,198.000000
1106,198.000000
1107,198.000000
1108,198.000000
1109,198.000000
1110,198.000000
1111,198.000000
1112,198.000000
1113,198.000000
1114,198.000000
1115,198.000000
1116,198.000000
1117,157.000000
1118,198.000000
1119,175.000000
1120,198.000000
1121,139.000000
1122,198.000000
1123,198.000000
1124,150.000000
1125,198.000000
1126,129.000000
1127,198.000000
1128,198.000000
1129,198.000000
1130,134.000000
1131,162.000000
1132,198.000000
1133,198.000000
1134,120.000000
1135,198.000000
1136,170.000000
1137,198.000000
1138,198.000000
1139,180.000000
1140,158.000000
1141,198.000000
1142,166.000000
1143,198.000000
1144,198.000000
1145,198.000000
1146,192.000000
1147,198.000000
1148,169.000000
1149,198.000000
1150,187.000000
1151,198.000000
1152,198.000000
1153,198.000000
1154,198.000000
1155,198.000000
1156,198.000000
1157,198.000000
1158,198.000000
1159,198.000000
1160,198.000000
1161,147.000000
1162,198.000000
1163,198.000000
1164,144.000000
1165,198.000000
1166,198.000000
1167,198.000000
1168,198.000000
1169,198.000000
1170,198.000000
1171,198.000000
1172,198.000000
1173,186.000000
1174,198.000000
1175,195.000000
1176,134.000000
1177,156.000000
1178,171.000000
1179,198.000000
1180,198.000000
1181,160.000000
1182,62.000000
1183,192.000000
1184,198.000000
1185,166.000000
1186,198.000000
1187,198.000000
1188,164.000000
1189,180.000000
1190,198.000000
1191,161.000000
1192,198.000000
1193,198.000000
1194,119.000000
1195,158.000000
1196,198.000000
1197,198.000000
1198,82.000000
1199,198.000000
1200,198.000000
1201,198.000000
1202,155.000000
1203,198.000000
1204,198.000000
1205,198.000000
1206,198.000000
1207,198.000000
1208,188.000000
1209,198.000000
1210,198.000000
1211,198.000000
1212,198.000000
1213,198.000000
1214,198.000000
1215,189.000000
1216,198.000000
1217,198.000000
1218,198.000000
1219,198.000000
1220,198.000000
1221,198.000000
1222,198.000000
1223,198.000000
1224,198.000000
1225,198.000000
1226,198.000000
1227,138.000000
1228,198.000000
1229,192.000000
1230,181.000000
1231,198.000000
1232,198.000000
1233,159.000000
1234,155.000000
1235,183.000000
1236,198.000000
1237,168.000000
1238,198.000000
1239,192.000000
1240,198.000000
1241,198.000000
1242,198.000000
1243,198.000000
1244,116.000000
1245,145.000000
1246,198.000000
1247,198.000000
1248,198.000000
1249,198.000000
1250,198.000000
1251,189.000000
1252,156.000000
1253,198.000000
1254,198.000000
1255,198.000000
1256,198.000000
1257,198.000000
1258,198.000000
1259,198.000000
1260,198.000000
1261,198.000000
1262,198.000000
1263,198.000000
1264,198.000000
1265,198.000000
1266,198.000000
1267,198.000000
1268,198.000000
1269,198.000000
1270,198.000000
1271,198.000000
1272,198.000000
1273,164.000000
1274,120.000000
1275,175.000000
1276,198.000000
1277,198.000000
1278,198.000000
1279,198.000000
1280,198.000000
1281,198.000000
1282,198.000000
1283,198.000000
1284,174.000000
1285,198.000000
1286,198.000000
1287,198.000000
1288,198.000000
1289,198.000000
1290,160.000000
1291,193.000000
1292,198.000000
1293,198.000000
1294,176.000000
1295,198.000000
1296,198.000000
1297,198.000000
1298,198.000000
1299,198.000000
1300,178.000000
1301,179.000000
1302,198.000000
1303,198.000000
1304,198.000000
1305,198.000000
1306,198.000000
1307,198.000000
1308,198.000000
1309,198.000000
1310,156.000000
1311,198.000000
1312,198.000000
1313,146.000000
1314,198.000000
1315,191.000000
1316,198.000000
1317,198.000000
1318,132.000000
1319,190.000000
1320,198.000000
1321,198.000000
1322,198.000000
1323,162.000000
1324,198.000000
1325,152.000000
1326,153.000000
1327,198.000000
1328,198.000000
1329,182.000000
1330,198.000000
1331,165.000000
1332,198.000000
1333,190.000000
1334,198.000000
1335,198.000000
1336,198.000000
1337,198.000000
1338,144.000000
1339,198.000000
1340,198.000000
1341,198.000000
1342,198.000000
1343,154.000000
1344,198.000000
1345,198.000000
1346,198.000000
1347,198.000000
1348,198.000000
1349,198.000000
1350,135.000000
1351,192.000000
1352,138.000000
1353,167.000000
1354,167.000000
1355,173.000000
1356,178.000000
1357,198.000000
1358,198.000000
1359,198.000000
1360,198.000000
1361,181.000000
1362,198.000000
1363,197.000000
1364,198.000000
1365,198.000000
1366,141.000000
1367,111.000000
1368,198.000000
1369,154.000000
1370,130.000000
1371,197.000000
1372,194.000000
1373,198.000000
1374,122.000000
1375,184.000000
1376,198.000000
1377,198.000000
1378,198.000000
1379,198.000000
1380,198.000000
1381,152.000000
1382,198.000000
1383,166.000000
1384,154.000000
1385,198.000000
1386,198.000000
1387,198.000000
1388,166.000000
1389,198.000000
1390,198.000000
1391,198.000000
1392,198.000000
1393,198.000000
1394,198.000000
1395,198.000000
1396,186.000000
1397,198.000000
1398,195.000000
1399,198.000000
1400,149.000000
1401,198.000000
1402,198.000000
1403,198.000000
1404,179.000000
1405,198.000000
1406,198.000000
1407,155.000000
1408,198.000000
1409,198.000000
1410,155.000000
1411,198.000000
1412,168.000000
1413,198.000000
1414,198.000000
1415,198.000000
1416,145.000000
1417,198.000000
1418,198.000000
1419,198.000000
1420,198.000000
1421,198.000000
1422,198.000000
1423,198.000000
1424,198.000000
1425,194.000000
1426,178.000000
1427,197.000000
1428,156.000000
1429,181.000000
1430,195.000000
1431,193.000000
1432,145.000000
1433,198.000000
1434,198.000000
1435,198.000000
1436,198.000000
1437,198.000000
1438,157.000000
1439,198.000000
1440,153.000000
1441,187.000000
1442,198.000000
1443,198.000000
1444,196.000000
1445,143.000000
1446,126.000000
1447,198.000000
1448,155.000000
1449,109.000000
1450,160.000000
1451,198.000000
1452,80.000000
1453,118.000000
1454,130.000000
1455,147.000000
1456,164.000000
1457,151.000000
1458,105.000000
1459,148.000000
1460,89.000000
1461,167.000000
1462,151.000000
1463,141.000000
1464,135.000000
1465,113.000000
1466,195.000000
1467,137.000000
1468,162.000000
1469,180.000000
1470,198.000000
1471,191.000000
1472,198.000000
1473,198.000000
1474,198.000000
1475,196.000000
1476,132.000000
1477,198.000000
1478,133.000000
1479,148.000000
1480,144.000000
1481,198.000000
1482,169.000000
1483,135.000000
1484,137.000000
1485,169.000000
1486,198.000000
1487,182.000000
1488,188.000000
1489,144.000000
1490,198.000000
1491,100.000000
1492,148.000000
1493,157.000000
1494,134.000000
1495,171.000000
1496,192.000000
1497,196.000000
1498,151.000000
1499,173.000000
1500,159.000000
1501,198.000000
1502,194.000000
1503,117.000000
1504,177.000000
1505,198.000000
1506,195.000000
1507,192.000000
1508,198.000000
1509,165.000000
1510,198.000000
1511,198.000000
1512,138.000000
1513,198.000000
1514,198.000000
1515,198.000000
1516,198.000000
1517,136.000000
1518,153.000000
1519,164.000000
1520,198.000000
1521,198.000000
1522,198.000000
1523,183.000000
1524,198.000000
1525,144.000000
1526,198.000000
1527,198.000000
1528,198.000000
1529,198.000000
1530,150.000000
1531,198.000000
1532,161.000000
1533,198.000000
1534,152.000000
1535,117.000000
1536,178.000000
1537,155.000000
1538,171.000000
1539,198.000000
1540,145.000000
1541,146.000000
1542,190.000000
1543,168.000000
1544,198.000000
1545,198.000000
1546,198.000000
1547,198.000000
1548,171.000000
1549,198.000000
1550,149.000000
1551,163.000000
1552,166.000000
1553,172.000000
1554,186.000000
1555,198.000000
1556,198.000000
1557,183.000000
1558,198.000000
1559,198.000000
1560,198.000000
1561,198.000000
1562,198.000000
1563,129.000000
1564,198.000000
1565,198.000000
1566,189.000000
1567,189.000000
1568,198.000000
1569,198.000000
1570,186.000000
1571,198.000000
1572,149.000000
1573,198.000000
1574,198.000000
1575,198.000000
1576,198.000000
1577,153.000000
1578,198.000000
1579,198.000000
1580,163.000000
1581,145.000000
1582,198.000000
1583,191.000000
1584,198.000000
1585,182.000000
1586,198.000000
1587,198.000000
1588,198.000000
1589,198.000000
1590,198.000000
1591,160.000000
1592,198.000000
1593,198.000000
1594,198.000000
1595,198.000000
1596,198.000000
1597,180.000000
1598,107.000000
1599,198.000000
1600,198.000000
1601,198.000000
1602,198.000000
1603,198.000000
1604,198.000000
1605,198.000000
1606,198.000000
1607,198.000000
1608,198.000000
1609,198.000000
1610,198.000000
1611,198.000000
1612,198.000000
1613,198.000000
1614,198.000000
1615,198.000000
1616,198.000000
1617,198.000000
1618,198.000000
1619,198.000000
1620,198.000000
1621,198.000000
1622,198.000000
1623,198.000000
1624,198.000000
1625,198.000000
1626,189.000000
1627,173.000000
1628,198.000000
1629,198.000000
1630,198.000000
1631,198.000000
1632,198.000000
1633,198.000000
1634,198.000000
1635,198.000000
1636,195.000000
1637,198.000000
1638,198.000000
1639,198.000000
1640,170.000000
1641,198.000000
1642,198.000000
1643,198.000000
1644,198.000000
1645,198.000000
1646,198.000000
1647,198.000000
1648,198.000000
1649,198.000000
1650,198.000000
1651,198.000000
1652,198.000000
1653,198.000000
1654,198.000000
1655,198.000000
1656,198.000000
1657,198.000000
1658,198.000000
1659,79.000000
1660,198.000000
1661,198.000000
1662,198.000000
1663,198.000000
1664,198.000000
1665,198.000000
1666,198.000000
1667,198.000000
1668,198.000000
1669,198.000000
1670,119.000000
1671,198.000000
1672,198.000000
1673,198.000000
1674,198.000000
1675,198.000000
1676,198.000000
1677,198.000000
1678,198.000000
1679,198.000000
1680,198.000000
1681,198.000000
1682,198.000000
1683,198.000000
1684,198.000000
1685,198.000000
1686,198.000000
1687,198.000000
